No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
1076_2026,19/02/2026,963, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra Lestari , Permintaan pembayaran Retensi 5% Pemeliharaan Pembibitan Main Nursery seluas 164.504 Ha di Kebun Tajati bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/41/5KTJ/III/2025 tgl. 14 Maret 2025 dan SPP No. 5TAN/SPP/752/VIII/2025 tgl. 2 Agustus 2025 ,,  695.147 ,,,,  695.147 , Permintaan pembayaran Retensi 5% Pemeliharaan Pembibitan Main Nursery seluas 164.504 Ha di Kebun Tajati bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/41/5KTJ/III/2025 tgl. 14 Maret 2025 dan SPP No. 5TAN/SPP/752/VIII/2025 tgl. 2 Agustus 2025 
1075_2026,19/02/2026,964, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra Lestari , Permintaan pembayaran Retensi 5% Pemeliharaan Pembibitan Main Nursery seluas 164.504 Ha di Kebun Tajati bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/41/5KTJ/III/2025 tgl. 14 Maret 2025 dan SPP No. 5TAN/SPP/604/VI/2025 tgl. 25 Juni 2025 ,,  4.138.427 ,,,,  4.138.427 , Permintaan pembayaran Retensi 5% Pemeliharaan Pembibitan Main Nursery seluas 164.504 Ha di Kebun Tajati bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/41/5KTJ/III/2025 tgl. 14 Maret 2025 dan SPP No. 5TAN/SPP/604/VI/2025 tgl. 25 Juni 2025 
0942_2026,19/02/2026,965, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. CAPEX PEMBIBITAN , CV Riezky Perkasa , Permintaan pembayaran Pekerjaan Pembuatan dan Pemeliharaan Pembibitan Kelapa Sawit Pre Nursery 110.000 Butir Kebun Rimba Belian bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/194/5KRB/XI/2025 tgl. 14 November 2025 ,,  49.304.679 ,,,,  49.304.679 , Permintaan pembayaran Pekerjaan Pembuatan dan Pemeliharaan Pembibitan Kelapa Sawit Pre Nursery 110.000 Butir Kebun Rimba Belian bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/194/5KRB/XI/2025 tgl. 14 November 2025 
1032_2026,19/02/2026,966, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra  Lestari , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha Kebun Tabara bulan Aprill 2025 sesuai Surat Perjanjian No. 5TAN/SPK/30/5KTB/II/2025 tgl. 27 Februari 2025 dan SPP No. 5TAN/SPP/701/VII/2025 tgl. 24 Juli 2025 ,,  349.965 ,,,,  349.965 , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha Kebun Tabara bulan Aprill 2025 sesuai Surat Perjanjian No. 5TAN/SPK/30/5KTB/II/2025 tgl. 27 Februari 2025 dan SPP No. 5TAN/SPP/701/VII/2025 tgl. 24 Juli 2025 
1031_2026,19/02/2026,967, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra  Lestari ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha Kebun Tabara bulan April 2025 sesuai Surat Perjanjian No. 5TAN/SPK/31/5KTB/II/2025 tgl. 27 Februari 2025 dan SPP No. 5TAN/SPP/700/VII/2025 tgl. 24 Juli 2025 ",,  2.634.300 ,,,,  2.634.300 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha Kebun Tabara bulan April 2025 sesuai Surat Perjanjian No. 5TAN/SPK/31/5KTB/II/2025 tgl. 27 Februari 2025 dan SPP No. 5TAN/SPP/700/VII/2025 tgl. 24 Juli 2025 "
1037_2026,19/02/2026,968, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra  Lestari ," Permintaan pembayaran Pekerjaan Pemeliharaan TBM seluas 87,17 Ha Kebun Pandawa bulan Desember 2025 sesuai SPK No. 5TAN/SPK/71/5KPD/V/2025 tgl. 08 Mei 2025 ",,  32.538.465 ,,,,  32.538.465 ," Permintaan pembayaran Pekerjaan Pemeliharaan TBM seluas 87,17 Ha Kebun Pandawa bulan Desember 2025 sesuai SPK No. 5TAN/SPK/71/5KPD/V/2025 tgl. 08 Mei 2025 "
1078_2026,19/02/2026,969, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra Lestari ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM 0 seluas 213,03 Ha di Kebun Tajati bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/106/5KTJ/VIII/2025 tgl. 27 Agustus 2025 dan SPP No. 5TAN/SPP/1071/X/2025 tgl. 21 Oktober 2025 ",,  2.532.927 ,,,,  2.532.927 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM 0 seluas 213,03 Ha di Kebun Tajati bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/106/5KTJ/VIII/2025 tgl. 27 Agustus 2025 dan SPP No. 5TAN/SPP/1071/X/2025 tgl. 21 Oktober 2025 "
1077_2026,19/02/2026,970, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Fajar Citra Lestari ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I dan TBM III seluas 159,59 Ha di Kebun Tajati bulan Maret 2025 sesuai Surat Perjanjian No. 5TAN/SPK/20/5KTJ/II/2025 tgl. 26 Pebruari 2025 dan SPP No. 5TAN/SPP/468/V/2025 tgl. 8 Mei 2025 ",,  2.377.850 ,,,,  2.377.850 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I dan TBM III seluas 159,59 Ha di Kebun Tajati bulan Maret 2025 sesuai Surat Perjanjian No. 5TAN/SPK/20/5KTJ/II/2025 tgl. 26 Pebruari 2025 dan SPP No. 5TAN/SPP/468/V/2025 tgl. 8 Mei 2025 "
0907_2026,19/02/2026,971, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Pekerjaan Pemelharaan TBM II seluas 254,38 Ha Afdelng III & V Kebun Gunung Emas bulan Desember 2026 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 ",,  9.903.685 ,,,,  9.903.685 ," Permintaan pembayaran Pekerjaan Pemelharaan TBM II seluas 254,38 Ha Afdelng III & V Kebun Gunung Emas bulan Desember 2026 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 "
0892_2026,19/02/2026,972, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Jaya ," Permintaan pembayaran Pekerjaan Pemeliharaan TBM 1 Seluas 85,98 hS Afdeling IIA Kebun Pamukan Bulan DEsember 2025 sesuai SPK NO 5TAN/SPK/90/5KPM/VI/2025 tgl 20 JUni 2025 ",,  22.836.581 ,,,,  22.836.581 ," Permintaan pembayaran Pekerjaan Pemeliharaan TBM 1 Seluas 85,98 hS Afdeling IIA Kebun Pamukan Bulan DEsember 2025 sesuai SPK NO 5TAN/SPK/90/5KPM/VI/2025 tgl 20 JUni 2025 "
1013_2026,19/02/2026,973, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Karya Jaya ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.119,45 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1074/X/2025 tgl. 21 Oktober 2025 ",,  14.929.457 ,,,,  14.929.457 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.119,45 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1074/X/2025 tgl. 21 Oktober 2025 "
1009_2026,19/02/2026,974, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Karya Jaya ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 885,8 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1075/X/2026 tgl. 21 Oktober 2026 ",,  16.610.792 ,,,,  16.610.792 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 885,8 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1075/X/2026 tgl. 21 Oktober 2026 "
1010_2026,19/02/2026,975, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Karya Jaya ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.223,69 Ha Kebun Danau Salak bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025 dan SPP No. 5TAN/SPP/1002/X/2026 tgl. 7 Oktober 2026 ",,  10.995.910 ,,,,  10.995.910 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.223,69 Ha Kebun Danau Salak bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025 dan SPP No. 5TAN/SPP/1002/X/2026 tgl. 7 Oktober 2026 "
1011_2026,19/02/2026,976, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Karya Jaya ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM II seluas 1.119,45 Ha Kebun Danau Salak bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1001/X/2025 tgl. 7 Oktober 2025 ",,  17.675.728 ,,,,  17.675.728 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM II seluas 1.119,45 Ha Kebun Danau Salak bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025 dan SPP No. 5TAN/SPP/1001/X/2025 tgl. 7 Oktober 2025 "
1012_2026,19/02/2026,977, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Kharisma Karya Jaya ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.223,69 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025 dan SPP No. 5TAN/SPP/1076/X/2025 tgl. 21 Oktober 2025 ",,  13.760.502 ,,,,  13.760.502 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 1.223,69 Ha Kebun Danau Salak bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025 dan SPP No. 5TAN/SPP/1076/X/2025 tgl. 21 Oktober 2025 "
1079_2026,19/02/2026,978, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Cipta Anugrah Sejahtera ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha di Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025 dan SPP No. 5TAN/SPP/1060/X/2025 tgl. 14 Oktober 2025 ",,  935.415 ,,,,  935.415 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha di Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025 dan SPP No. 5TAN/SPP/1060/X/2025 tgl. 14 Oktober 2025 "
1072_2026,19/02/2026,979, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Cipta Anugrah Sejahtera ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha di Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025 dan SPP No. 5TAN/SPP/1040/X/2025 tgl. 10 Oktober 2025 ",,  4.220.182 ,,,,  4.220.182 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM V seluas 520,67 Ha di Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025 dan SPP No. 5TAN/SPP/1040/X/2025 tgl. 10 Oktober 2025 "
0722_2026,19/02/2026,980, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , Koperasi Karyawan Karya Lestari , Permintaan pembayaran Pekerjaan Sewa 2 unit Excavator PC 110 untuk Pembuatan Saluran Air dan Cuci Parit Areal TBM Afdeling VIII & X Kebun Danau Salak bulan Desember 2025 sesuai SPK No. 5TAN/SPJ/237/5KDS/XII/2025 tgl. 08 Desember 2025 ,,  331.379.000 ,,,,  331.379.000 , Permintaan pembayaran Pekerjaan Sewa 2 unit Excavator PC 110 untuk Pembuatan Saluran Air dan Cuci Parit Areal TBM Afdeling VIII & X Kebun Danau Salak bulan Desember 2025 sesuai SPK No. 5TAN/SPJ/237/5KDS/XII/2025 tgl. 08 Desember 2025 
1071_2026,19/02/2026,981, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Lin Citra Wahana , Permintaan pembayaran Retensi 5% Pekerjaan Pengadaan Jasa Pembangunan 48 unit Titi Panen dengan Beton Panjang 4 meter di Afdeling I Kebun Tajati bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/230/5KTJ/XI/2025 tgl. 27 Nopember 2025 dan SPP No. 5TAN/SPP/109/VI/2026 tgl. 19 Januari 2026 ,,  2.819.203 ,,,,  2.819.203 , Permintaan pembayaran Retensi 5% Pekerjaan Pengadaan Jasa Pembangunan 48 unit Titi Panen dengan Beton Panjang 4 meter di Afdeling I Kebun Tajati bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/230/5KTJ/XI/2025 tgl. 27 Nopember 2025 dan SPP No. 5TAN/SPP/109/VI/2026 tgl. 19 Januari 2026 
1033_2026,19/02/2026,982, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Lin Citra Wahana , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha Kebun Tabara bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 05 Juni 2025 dan SPP No. 5TAN/SPP/1129/X/2025 tgl. 29 Oktober 2025 ,,  1.230.100 ,,,,  1.230.100 , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha Kebun Tabara bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 05 Juni 2025 dan SPP No. 5TAN/SPP/1129/X/2025 tgl. 29 Oktober 2025 
1074_2026,19/02/2026,983, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Lin Citra Wahana , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha di Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025 dan SPP No. 5TAN/SPP/1068/X/2025 tgl. 14 Oktober 2025 ,,  1.748.400 ,,,,  1.748.400 , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 244 Ha di Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025 dan SPP No. 5TAN/SPP/1068/X/2025 tgl. 14 Oktober 2025 
1073_2026,19/02/2026,984, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Lin Citra Wahana , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 224 Ha di Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025 dan SPP No. 5TAN/SPP/1067/X/2025 tgl. 14 Oktober 2025 ,,  618.350 ,,,,  618.350 , Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 224 Ha di Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025 dan SPP No. 5TAN/SPP/1067/X/2025 tgl. 14 Oktober 2025 
1017_2026,19/02/2026,985, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Raja Pratama Konstruksi , Pembayaran rampung atas Peningkatan Jalan TBM IV dengan Perkerasan Batu sepanjang 3.700 M Afd. IV Kebun Ngabang Kalimantan Barat SPK No. 5TEP-AB/SP/2027/XII/2025 ,,  1.195.763.157 ,,,,  1.195.763.157 , Pembayaran rampung atas Peningkatan Jalan TBM IV dengan Perkerasan Batu sepanjang 3.700 M Afd. IV Kebun Ngabang Kalimantan Barat SPK No. 5TEP-AB/SP/2027/XII/2025 
1027_2026,19/02/2026,986, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Kemitraan PTPN IV Regional V Bank Mandiri 1460098061810 ," Pembayaran Pemotongan Gaji Karyawan Kebun Kembayan selaku Penjamin Mitra Program Pendanaan Usaha dan Mikro Kecil (PUMK) Kemitraan PTPN IV Regional V pada gaji bulan Januari 2026 sebagai berikut: Silfanus Dubit, Marya Haryati, Liza Agustha, dan Anderias ",,  2.900.000 ,,,,  2.900.000 ," Pembayaran Pemotongan Gaji Karyawan Kebun Kembayan selaku Penjamin Mitra Program Pendanaan Usaha dan Mikro Kecil (PUMK) Kemitraan PTPN IV Regional V pada gaji bulan Januari 2026 sebagai berikut: Silfanus Dubit, Marya Haryati, Liza Agustha, dan Anderias "
1026_2026,19/02/2026,987, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Kemitraan PTPN IV Regional V Bank Mandiri 1460098061810 ," Pembayaran Pemotongan Gaji Karyawan PKS Ngabang selaku Penjamin Mitra Program Pendanaan Usaha dan Mikro Kecil (PUMK) Kemitraan PTPN IV Regional V pada gaji bulan Januari 2026 yakni Ignarikus (NIK SAP 13001816) @ Rp500.000,- x 1 = Rp500.000,- ",,  500.000 ,,,,  500.000 ," Pembayaran Pemotongan Gaji Karyawan PKS Ngabang selaku Penjamin Mitra Program Pendanaan Usaha dan Mikro Kecil (PUMK) Kemitraan PTPN IV Regional V pada gaji bulan Januari 2026 yakni Ignarikus (NIK SAP 13001816) @ Rp500.000,- x 1 = Rp500.000,- "
0209_2026,19/02/2026,988, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Kemitraan PTPN IV Regional V , Pemotongan Gaji Karyawan Selaku Penjamin Mitra Program Kemitraan PTPN IV Regional V pada Gaji Januari 2026 ,,  10.050.000 ,,,,  10.050.000 , Pemotongan Gaji Karyawan Selaku Penjamin Mitra Program Kemitraan PTPN IV Regional V pada Gaji Januari 2026 
1131_2026,19/02/2026,989, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Koperasi Karyawan Sejahtera Bersama , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Pelaihari bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/54.01/5KPL/IV/2025 tgl. 15 April 2025 dan ADD No. 5TAN/ADD-SP/54.01/5KPL/XII/2025 tgl. 31 Desember 2025 ,,  272.494.170 ,,,,  272.494.170 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Pelaihari bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/54.01/5KPL/IV/2025 tgl. 15 April 2025 dan ADD No. 5TAN/ADD-SP/54.01/5KPL/XII/2025 tgl. 31 Desember 2025 
1133_2026,19/02/2026,990, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Koperasi Jasa Palm Taka Berkah , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Tajati bulan Januari 2026 sesuai Surat Perjanjian No. 5KTJ/SPK/05-08/I/2026 tgl. 2 Januari 2026 ,,  56.247.488 ,,,,  56.247.488 , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Tajati bulan Januari 2026 sesuai Surat Perjanjian No. 5KTJ/SPK/05-08/I/2026 tgl. 2 Januari 2026 
1134_2026,19/02/2026,991, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Koperasi Karyawan Sejahtera Bersama , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Danau Salak bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KDS/V/2025 tgl. 19 Mei 2025 ,,  317.700.109 ,,,,  317.700.109 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Danau Salak bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KDS/V/2025 tgl. 19 Mei 2025 
1132_2026,19/02/2026,992, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Sinar Landak , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Gunung Emas bulan Januari 2026 sesuai Surat Perjanjian No. 5KGS/TAN/8-14/I/2026 tgl. 2 Januari 2026 ,,  62.556.615 ,,,,  62.556.615 , Permintaan pembayaran Pekerjaan Langsir TBS Kebun Gunung Emas bulan Januari 2026 sesuai Surat Perjanjian No. 5KGS/TAN/8-14/I/2026 tgl. 2 Januari 2026 
0352_2026,19/02/2026,993, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Rejeki Teko Mulyo , Permintaan pembayaran Pekerjaan Angkutan dan Langsir Bongkar Muat Pupuk Kebun Longkali bulan Desember 2025 sesuai Surat Perjanjian No. 5KLK/5TAN/30/12/IV/2025 tgl. 31 Desember 2025 ,,  7.527.377 ,,,,  7.527.377 , Permintaan pembayaran Pekerjaan Angkutan dan Langsir Bongkar Muat Pupuk Kebun Longkali bulan Desember 2025 sesuai Surat Perjanjian No. 5KLK/5TAN/30/12/IV/2025 tgl. 31 Desember 2025 
1188_2026,19/02/2026,994, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Mulia Jaya Abadi , Pembayaran rampung atas pembayaran Sewa Mesin Genset Wilayah Kaltim periode bulan Oktober-Desember 2025 sesuai SPK No. 5TEP-MJA/SGP/02/XII/2024 ,,  317.018.251 ,,,,  317.018.251 , Pembayaran rampung atas pembayaran Sewa Mesin Genset Wilayah Kaltim periode bulan Oktober-Desember 2025 sesuai SPK No. 5TEP-MJA/SGP/02/XII/2024 
0974_2026,19/02/2026,995, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Riezky Perkasa , Permintaan pembayaran Pekerjan Angkut Batu Include Material Batu untuk Perbaikan Jalan Produksi dan Penghubung Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/171/5KNG/X/2025 tgl. 30 Oktober 2025 ,,  1.524.256.000 ,,,,  1.524.256.000 , Permintaan pembayaran Pekerjan Angkut Batu Include Material Batu untuk Perbaikan Jalan Produksi dan Penghubung Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/171/5KNG/X/2025 tgl. 30 Oktober 2025 
0958_2026,19/02/2026,996, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , PT Mitra Power Perkasa , Pembayaran rampung atas Sewa 1900 HM Front Dozer untuk Pekerjaan Babat Gawangan 633 Ha Afd. IV s.d. VI Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/043/V/2025 dan No. Addendum 5TEP/ADD/043/VI/2025 ,,  648.495.500 ,,,,  648.495.500 , Pembayaran rampung atas Sewa 1900 HM Front Dozer untuk Pekerjaan Babat Gawangan 633 Ha Afd. IV s.d. VI Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/043/V/2025 dan No. Addendum 5TEP/ADD/043/VI/2025 
0721_2026,19/02/2026,997, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Kharisma Karya Jaya ," Permintaan pembayaran Pekerjaan Sewa 1 unit Frint Dozer Babat Gawangan, Mekanis Areal ATTP Kebun Pamukan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/174/5KPM/X/2025 tgl. 28 Oktober 2025 ",,  154.807.251 ,,,,  154.807.251 ," Permintaan pembayaran Pekerjaan Sewa 1 unit Frint Dozer Babat Gawangan, Mekanis Areal ATTP Kebun Pamukan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/174/5KPM/X/2025 tgl. 28 Oktober 2025 "
1015_2026,19/02/2026,998, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. PEMEL TM , CV Lin Citra Wahana ," Permintaan pembayaran Pekerjaan Pemeliharaan TM seluas 2.146,92 Ha Kebun Pandawa bulan Desember 2025 SPK No. 5TAN/SPJ/124/5KPD/IX/2025 tgl. 11 September 2025 ",,  198.457.457 ,,,,  198.457.457 ," Permintaan pembayaran Pekerjaan Pemeliharaan TM seluas 2.146,92 Ha Kebun Pandawa bulan Desember 2025 SPK No. 5TAN/SPJ/124/5KPD/IX/2025 tgl. 11 September 2025 "
0961_2026,19/02/2026,999, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Lin Citra Wahana , Permintaan pembayaran Pekerjaan Sewa 2 unit Excavator PC 75 untuk Gusur Gawangan Mekanis Areal TM Afdeling IV Kebun Pandawa bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/138/5KPD/IX/2025 tgl. 30 September 2025 ,,  555.867.300 ,,,,  555.867.300 , Permintaan pembayaran Pekerjaan Sewa 2 unit Excavator PC 75 untuk Gusur Gawangan Mekanis Areal TM Afdeling IV Kebun Pandawa bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/138/5KPD/IX/2025 tgl. 30 September 2025 
0798_2026,19/02/2026,1000, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Jaya Kembar , Permintaan pembayaran Pekerjaan Sewa 1 unit Bulldozer D85 untuk Pembukaan Pasar Pikul Mekanis Afdeling V Areal TM Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/179/5KNG/XI/2025 tgl. 05 November 2025 ,,  195.248.496 ,,,,  195.248.496 , Permintaan pembayaran Pekerjaan Sewa 1 unit Bulldozer D85 untuk Pembukaan Pasar Pikul Mekanis Afdeling V Areal TM Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/179/5KNG/XI/2025 tgl. 05 November 2025 
1064_2026,19/02/2026,1001, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Global Indo Konstruksi , Pembayaran rampung atas Pengadaan Pallet Gudang sebanyak 860 Batang Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5TEP-AB/SP/213/XII/2025 ,,  118.847.700 ,,,,  118.847.700 , Pembayaran rampung atas Pengadaan Pallet Gudang sebanyak 860 Batang Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5TEP-AB/SP/213/XII/2025 
