No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Byr pengurusan PKPR  2026031 rusan PKPR  2026031 MCM InhouseTrf CS-CS  KE MUHAMMAD HUSNI THAMRIN ,,  39.000.000 ,,81029155516|Byr pengurusan PKPR  2026031 rusan PKPR  2026031 MCM InhouseTrf CS-CS  KE MUHAMMAD HUSNI THAMRIN,  39.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Byr Pengamanan Aset  2026031 manan Aset  2026031 MCM InhouseTrf CS-CS  KE MUHAMMAD HUSNI THAMRIN ,,  10.000.000 ,,81029155516|Byr Pengamanan Aset  2026031 manan Aset  2026031 MCM InhouseTrf CS-CS  KE MUHAMMAD HUSNI THAMRIN,  10.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155516 - DASAL ,  ,  , 81029155516|Byr barang jasa      2026031 g jasa      2026031 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI ,,  7.433.140 ,,81029155516|Byr barang jasa      2026031 g jasa      2026031 MCM InhouseTrf CS-CS  KE KOPERASI KARYA LESTARI,  7.433.140 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online P-CS  483901034162534/OI36000850352241PERKEBUNAN NUSANTARA ,,  500.000 ,,81029155524| Transfer Online P-CS  483901034162534/OI36000850352241PERKEBUNAN NUSANTARA,  500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online CS  269901 7237280215PERKEBUNAN NUSANTARA ,,  4.000.000 ,, 81029155524| Transfer Online CS  269901 7237280215PERKEBUNAN NUSANTARA ,  4.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online CS  269903 7237280215PERKEBUNAN NUSANTARA ,,  4.500.000 ,,81029155524| Transfer Online CS  269903 7237280215PERKEBUNAN NUSANTARA,  4.500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155501 - RAREN ,  ,  , 81029155501|Uph.Pel. Mess/Kantor Mess/Kantor MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,,  1.000.000 ,, 81029155501|Uph.Pel. Mess/Kantor Mess/Kantor MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,  1.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155501 - RAREN ,  ,  , 81029155501|Bi.Linsek /Keamanan  /Keamanan MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,,  3.500.000 ,,81029155501|Bi.Linsek /Keamanan  /Keamanan MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU,  3.500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155501 - RAREN ,  ,  , 81029155501|Belanja Mess ess MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,,  1.600.000 ,, 81029155501|Belanja Mess ess MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,  1.600.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155501 - RAREN ,  ,  , 81029155501|SPJ Manajer er MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,,  375.000 ,,81029155501|SPJ Manajer er MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU,  375.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155501 - RAREN ,  ,  , 81029155501|BBM Manajer er MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU ,,  1.530.000 ,,81029155501|BBM Manajer er MCM InhouseTrf CS-CS  KE FRIWANDA SITEPU,  1.530.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Venetian Blind ian Blind MCM InhouseTrf CS-CS  KE TURI NINGSIH ,,  2.011.965 ,,81029155520|By. Venetian Blind ian Blind MCM InhouseTrf CS-CS  KE TURI NINGSIH,  2.011.965 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Instalasi Listri lasi Listri MCM InhouseTrf CS-CS  KE RADO SETIAWAN ,,  2.580.000 ,,81029155520|By. Instalasi Listri lasi Listri MCM InhouseTrf CS-CS  KE RADO SETIAWAN,  2.580.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Koordinasi inasi MCM InhouseTrf CS-CS  KE SURYANTO ,,  1.000.000 ,, 81029155520|By. Koordinasi inasi MCM InhouseTrf CS-CS  KE SURYANTO ,  1.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Proposal sal MCM InhouseTrf CS-CS  KE SURYANTO ,,  500.000 ,, 81029155520|By. Proposal sal MCM InhouseTrf CS-CS  KE SURYANTO ,  500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-041/26       02-B-03 41/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.802.000 ,,81029155521|02-B-03-041/26       02-B-03 41/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  1.802.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-042/26       02-B-03 42/26       02-B-03 Transfer Online CS  273108 0842082113PERKEBUNAN NUSANTARA ,,  500.000 ,,81029155521|02-B-03-042/26       02-B-03 42/26       02-B-03 Transfer Online CS  273108 0842082113PERKEBUNAN NUSANTARA,  500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-043/26       02-B-03 43/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  2.000.000 ,,81029155521|02-B-03-043/26       02-B-03 43/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  2.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-044/26       02-B-03 44/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.998.000 ,,81029155521|02-B-03-044/26       02-B-03 44/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  1.998.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-045/26       02-B-03 45/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.630.000 ,,81029155521|02-B-03-045/26       02-B-03 45/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  1.630.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202603101132595264   2026031 132595264   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  3.338.000 ,,81029155514|202603101132595264   2026031 132595264   2026031 MCM InhouseTrf CS-CS  KE GNC,  3.338.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202603101143633030   2026031 143633030   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  2.049.000 ,,81029155514|202603101143633030   2026031 143633030   2026031 MCM InhouseTrf CS-CS  KE GNC,  2.049.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|202603101103993638   2026031 103993638   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  6.578.185 ,,81029155514|202603101103993638   2026031 103993638   2026031 MCM InhouseTrf CS-CS  KE GNC,  6.578.185 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-04 n-lain      BLL-04 MCM Outw CN (CS)  Arpiah ,,  2.690.000 ,,81029155514|Biaya lain-lain      BLL-04 n-lain      BLL-04 MCM Outw CN (CS)  Arpiah,  2.690.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-05 n-lain      BLL-05 MCM InhouseTrf CS-CS  KE DESY IRAWATI ,,  1.116.000 ,,81029155514|Biaya lain-lain      BLL-05 n-lain      BLL-05 MCM InhouseTrf CS-CS  KE DESY IRAWATI,  1.116.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BHL n-lain      BHL MCM Outw CN (CS)  Sri Wahyuni ,,  2.240.000 ,,81029155514|Biaya lain-lain      BHL n-lain      BHL MCM Outw CN (CS)  Sri Wahyuni,  2.240.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  1.402.400 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  1.402.400 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya PLN            PLN             PLN MCM Outw CN (CS)  BPK MUHAMMAD  ANSHORI ,,  3.735.000 ,,81029155514|Biaya PLN            PLN             PLN MCM Outw CN (CS)  BPK MUHAMMAD  ANSHORI,  3.735.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-02 n-lain      BLL-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  1.476.300 ,,81029155514|Biaya lain-lain      BLL-02 n-lain      BLL-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  1.476.300 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  3.450.546 ,,81029155514|Barang jasa          BJS-02 sa          BJS-02 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  3.450.546 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH ,,  2.052.390 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE DIAH NUR SYFAH,  2.052.390 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  410.000 ,,81029155514|Biaya lain-lain      BLL-01 n-lain      BLL-01 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  410.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155514 - PAMUKAN ,  ,  , 81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  589.000 ,,81029155514|Biaya lain-lain      BLL-06 n-lain      BLL-06 MCM InhouseTrf CS-CS  KE JOKO SANTOSO,  589.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By penebangan pohon ngan pohon MCM InhouseTrf CS-CS  KE SAMANI ,,  300.000 ,,81029155511|By penebangan pohon ngan pohon MCM InhouseTrf CS-CS  KE SAMANI,  300.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Proposal Osis Tala Osis Tala Transfer Online CS  273196 3203976304PERKEBUNAN NUSANTARA ,,  500.000 ,,81029155511|Proposal Osis Tala Osis Tala Transfer Online CS  273196 3203976304PERKEBUNAN NUSANTARA,  500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026031 Fee         2026031 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026031 Fee         2026031 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Proposal Ds Ambungan Transfer Online P-CS  023901015732534/OI36000850758971PERKEBUNAN ,,  1.000.000 ,,81029155511|Proposal Ds Ambungan Transfer Online P-CS  023901015732534/OI36000850758971PERKEBUNAN,  1.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|By perpshn Karpim Transfer Online P-CS  370301006623534/OI36000850758411PERKEBUNAN NUSANTARA ,,  4.075.000 ,,81029155511|By perpshn Karpim Transfer Online P-CS  370301006623534/OI36000850758411PERKEBUNAN NUSANTARA,  4.075.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Pemb parcel lebaran Transfer Online P-CS  032201011275537/OI36000850759151PERKEBUNAN NUSANTARA ,,  3.711.600 ,,81029155511|Pemb parcel lebaran Transfer Online P-CS  032201011275537/OI36000850759151PERKEBUNAN NUSANTARA,  3.711.600 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026031 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Konsumsi msi MCM InhouseTrf CS-CS  KE SURYANTO ,,  550.000 ,,81029155520|By. Konsumsi msi MCM InhouseTrf CS-CS  KE SURYANTO,  550.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Konsumsi msi MCM InhouseTrf CS-CS  KE SURYANTO ,,  524.300 ,,81029155520|By. Konsumsi msi MCM InhouseTrf CS-CS  KE SURYANTO,  524.300 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Token PLN Mess  PLN Mess MCM InhouseTrf CS-CS  KE SURYANTO ,,  2.217.000 ,,81029155520|By. Token PLN Mess  PLN Mess MCM InhouseTrf CS-CS  KE SURYANTO,  2.217.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| MCM InhouseTrf CS-CS  KE LABORATORINDO ALAM BESTARI ,,  1.402.596 ,,81029155505| MCM InhouseTrf CS-CS  KE LABORATORINDO ALAM BESTARI,  1.402.596 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|5UPB DSL By Operasio 2026031 By Operasio 2026031 MCM InhouseTrf CS-CS  KE GNC ,,  14.270.000 ,,81029155532|5UPB DSL By Operasio 2026031 By Operasio 2026031 MCM InhouseTrf CS-CS  KE GNC,  14.270.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155532 - PRYBB ,  ,  , 81029155532|5UPB DSL By DDW/DLW  2026031 By DDW/DLW  2026031 MCM InhouseTrf CS-CS  KE GNC ,,  3.792.050 ,,81029155532|5UPB DSL By DDW/DLW  2026031 By DDW/DLW  2026031 MCM InhouseTrf CS-CS  KE GNC,  3.792.050 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Pengiriman Dokum riman Dokum MCM InhouseTrf CS-CS  KE SURYANTO ,,  550.000 ,,81029155520|By. Pengiriman Dokum riman Dokum MCM InhouseTrf CS-CS  KE SURYANTO,  550.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE SURYANTO ,,  600.000 ,,81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE SURYANTO,  600.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B012/003/K26         B012/00 K26         B012/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  2.900.000 ,,81029155522|B012/003/K26         B012/00 K26         B012/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  2.900.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B013/003/K26         B013/00 K26         B013/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  2.880.000 ,,81029155522|B013/003/K26         B013/00 K26         B013/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  2.880.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B017/003/K26         B017/00 K26         B017/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  150.000 ,,81029155522|B017/003/K26         B017/00 K26         B017/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  150.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B015/003/K26         B015/00 K26         B015/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.880.000 ,,81029155522|B015/003/K26         B015/00 K26         B015/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  1.880.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B016/003/K26         B016/00 K26         B016/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  468.000 ,,81029155522|B016/003/K26         B016/00 K26         B016/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  468.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B018/003/K26         B018/00 K26         B018/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  985.000 ,,81029155522|B018/003/K26         B018/00 K26         B018/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  985.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B014/003/K26         B014/00 K26         B014/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  972.000 ,,81029155522|B014/003/K26         B014/00 K26         B014/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  972.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B019/003/K26         B019/00 K26         B019/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.387.700 ,, 81029155522|B019/003/K26         B019/00 K26         B019/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,  1.387.700 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B021/003/K26         B021/00 K26         B021/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  505.500 ,,81029155522|B021/003/K26         B021/00 K26         B021/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  505.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B020/003/K26         B020/00 K26         B020/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.643.000 ,, 81029155522|B020/003/K26         B020/00 K26         B020/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,  1.643.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B023/003/K26         B023/00 K26         B023/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  1.269.500 ,,81029155522|B023/003/K26         B023/00 K26         B023/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  1.269.500 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B022/003/K26         B022/00 K26         B022/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  6.008.000 ,,81029155522|B022/003/K26         B022/00 K26         B022/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,  6.008.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B024/003/K26         B024/00 K26         B024/00 MCM InhouseTrf ,,  3.916.511 ,,81029155522|B024/003/K26         B024/00 K26         B024/00 MCM InhouseTrf,3.916.511,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155522 - NGABANG ,  ,  , 81029155522|B025/003/K26         B025/00 K26         B025/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  4.535.962 ,,81029155522|B025/003/K26         B025/00 K26         B025/00 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,4.535.962,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155518 - BAYAN ,  ,  , 81029155518|202603101429602565   2026031 429602565   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  23.258.063 ,,81029155518|202603101429602565   2026031 429602565   2026031 MCM InhouseTrf CS-CS  KE GNC,23.258.063,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE LENI EMILIANA ,,  380.000 ,,81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE LENI EMILIANA,380.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|02-B-03-046/26       02-B-03 46/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN ,,  2.028.700 ,,81029155521|02-B-03-046/26       02-B-03 46/26       02-B-03 MCM InhouseTrf CS-CS  KE PATRIK TARIGAN,2.028.700,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  4.120.875 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,4.120.875,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,5.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  6.984.120 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,6.984.120,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  3.491.394 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,3.491.394,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L ,,  5.000 ,,81029155502|UBP60218890802FFFFFF88908867 MCM CASA UBP Pym 1L,  5.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE SLAMET ,,  440.000 ,,81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE SLAMET,440.000,  - ,  
